ID,home_url_boliga,home_url_realtor,street_name_number,zip_code_town,Home_type,list_price_dkk,rooms,home_size_m2,built_year,lotsize_m2,expenses_dkk,description_of_home,floor,retrieved_on
home_id_1426,https://www.boliga.dk/bolig/1662973/strandpromenaden_63_st_2100_koebenhavn_oe,https://home.dk/boligkatalog/koebenhavn/2100/ejerlejligheder/strandpromenaden_63_st_1270000166.aspx,"Strandpromenaden 63, st..,",2100 København Ø,Ejerlejlighed,10495000,3,137,2017,0,6697,"Liebhaverlejlighed på Strandpromenaden - opført i 2017

                    Beach House lejlighed med 65 m2 terrasse

                    Særdeles velbeliggende på Strandpromenaden tilbagetrukket fra vejen – med skøn udsigt til Svanemøllebugten. Liebhaverlejlighed fra 2017 i smukt arkitekttegnet byggeri af Schmidt Hammer Lassen Architects - opført i de absolut bedste materialer.   137 m2 meget smagfuld stuelejlighed med direkte udgang til 3 terrasser (mod syd, vest og øst) med et samlet terrasseareal på i alt 65 m2. Materialevalget er af meget høj kvalitet med Dinesen Douglas plankegulve (der er gulvvarme i hele lejligheden via fjernvarme – styres med via en app), stort åbent køkken fra Boffi og med de bedste hårde hvidevarer fra Gaggenau, Volaarmaturer og elegant gaspejs.  Man ankommer til lejligheden via meget præsentabelt indgangsparti med elevator direkte op fra parkeringskælderen med privat parkeringsplads (der er endvidere god og gratis parkering ved vandet). Lejlighedens indretning er som følger: Entré med indbyggede garderobeskabe, gæstebadeværelse med bruseniche, kombineret køkken – alrum og opholdsstue ud i et og med direkte udgang til terrasserne mod vandet og mod syd. Masterafdeling med soveværelse med indbyggede skabe fra Boffi og udgang til vestvendt terrrasse. Fra soveværelset er der direkte adgang til lækkert badeværelse med ""spa feel"" med elegante sorte fliser. Børne-/arbejdsværelse, depotrum med vaskemaskine og tørretumbler samt god opbevaring.  Til lejligheden hører foruden underjordisk p-plads tillige brugsret til 11 m2 stort kælderrum. Der er endvidere brugsret til attraktive fællesfaciliteter herunder fitnesslokale med tilhørende sauna og badefaciliteter, ligesom ejerforeningen råder over havkajakker og paddle boards til fri afbenyttelse. Strandpromenaden er beliggende i det skønneste område i det centrale København på grænsen til Hellerup og er dermed en del af den attraktive urbane udvikling i området omkring Nordhavn og Tuborg Havn.Ring for privat fremvisning - velkommen til Strandpromenaden 63 i stuen.",0. sal,2020-10-15
home_id_1427,https://www.boliga.dk/bolig/1662405/raadmandsgade_40c__6_151_2200_koebenhavn_n,https://danbolig.dk/bolig/koebenhavn/2200/ejerlejlighed/087ehb03501-087,"Rådmandsgade 40C  6. 151.,",2200 København N,Ejerlejlighed,2890000,3,70,1967,0,3301,"Der findes tre lejligheder i dette byggeri, som ligger helt unikt. Dette er en af dem. Du bliver løftet op over byens tage, og man har den smukkeste udsigt mod syd, hvor zoologisk haves tårn, Carlsberg siloen og Bellehøj husene kan ses horisonten. Man har elevator, p-plads mulighed og billig internet via bolignet op til 500/500 mbit. Altanprojekt. LEJLIGHED: Øverst oppe uden overboer finder man denne perfekt inddelte lejlighed. Man træder ind i åbent køkken i lyse elementer med stålgreb. Rummelig gang med indbygget skab som evt. kunne udnyttes til vaskesøjle. Her er ydermere god plads til jakker og sko. Stort badeværelse med terrazzo gulv, væv på vægge og pudset loft. Fordelingsgang til dejligt soveværelse med fri udsigt mod syd over byens tage, godt kontor med samme gode udsigt og til sidst stor stue med plads til spisebord og sofamiljø. Man finder ikke bedre lejlighed, hvis man drømmer om mange smukke solnedgange. Lejligheden har parketgulv og pudsede lofter.  EJENDOM: Solid ejendom opført i år 1967 med rød murstensfacade, bølgeeternittag og nyere termovinduer. Foreningen har foretaget facade renovering og betonrenovering. Sidstnævnte betonrenovering indfrier sælger fælleslån ca. 55.000 kr. i forbindelse med handlen. Bygningen har flot energimærke i kategori: D. Der er altanprojekt - hør mere via  . E/F Tagensvænge har egen hjemmeside på  og facebookside på E/F Tagensvænge. E/F er yderst veldrevet. Brugsret til kælderrum, vaskekælder, tørrerum, cykelkælder, cykelværksted, p-plads mulighed i gård, skrå p-pladser foran Rådmandsgade 40C og D. Husdyr er tilladt så længe det ikke er til gene. Udlejning er tilladt jf. vedtægter.   OMRÅDE: Lejligheden er beliggende centralt på Nørrebro tæt på metro og Banana. Ydermere gå afstand til  hyggeligt kvarter nær Stefansgade og Jægersborggade, der danner den ideelle ramme om moderne storbyliv. Attraktiv beliggende for dig, der ønsker at bo tæt på det meste. På Nørrebro mærkes nemlig den naturlige storbystemning med masser af caféer, butikker, indkøb, specialforretninger, gode offentlige transportmuligheder og en række uddannelsesinstitutioner lige i nærheden. Er du til grønne områder og afslappende timer i det fri er Banana Park, Nørrebroparken, Assistens Kirkegården og Hans Tavsens Park i gåafstand. Det hele trives side om side og skaber et levende bybillede.",6. sal,2020-10-15
home_id_1428,https://www.boliga.dk/bolig/1662119/abildvang_134_2700_broenshoej,https://www.estate.dk/villa/2700/abildvang/260146/507133,"Abildvang 134,",2700 Brønshøj,Rækkehus,4195000,5,141,2007,96,4778,"Et af Abildvangs største huse. Abildvang er en børnevenlig enklave af moderne rækkehuse med cykelafstand til storbyens tilbud i det centrale København. Det er samtidig en beliggenhed, som byder på grønne arealer ved Vestvolden og kort afstand til alle hverdagens fornødenheder. Den gamle fæstningskanal Vestvolden er en naturskøn perle som er yderst velegnet til børne- og hundeluftning. Du kommer til at bo få hundrede meter fra indkøbsmulighederne og den gode infrastruktur i Brønshøj, desuden er der gåafstand til skole, indkøbscenteret BIG og S-tog ved Husum station. Abildvang er en yderst velfungerende forening, som giver dig brugsret til gode parkeringsfaciliteter og tre gårdmiljøer med legepladser til børn i alle aldre. Området er primært beboet af børnefamilier, der samler sig om alt fra juletræstænding til fastelavn og sommerfest.Huset der nu udbydes til salg, er et af de store på 140 kvm. Boligen tilbyder 140 veludnyttede kvadratmeter fordelt på tre etager med sydvendt have, tre soveværelser, et åbent opholdsområde nede, samt lys opholdsstue og en fantastisk sydvendt tagterrasse på 2. sal. Boligen fremstår i god stand. En moderne bolig med;. -Aflåseligt skur ved indgangen og plads til cykler mm.. -Indgangsareal med opbevaringsplads og godt lysindfald.. -God størrelse toilet i stueetagen.. -Åbent stort køkken og stor stue med gennemgående lysindfald og udgang til sydvendt have.. -1. sal med 3 store regulære værelser - her oplever man de ekstra kvm komme til sin ret!. -Stort og lækkert badeværelse på 1. sal.. -2. sal der er et flot stort rum med ovenlys og glasparti til terrassen med super udsigt og læ. Flere i Abildvang har lavet løsninger hvor 2. salen er inddraget til eks. teenager/kontor og etagen lukket af mod 1. sal, kontakt os for yderligere info.. Det her er et rigtig godt tilbud for et moderne hus i Brønshøj, med udsigt til skøn natur, ingen indkig fra nabohusene og du deler kun væg med en nabo. Her er mulighed for at deltage i socialt liv, hvis det ønskes. Det er et moderne byggeri, velisoleret og med meget begrænset vedligehold.. Vi synes I skal komme og kigge hvis I gerne vil have noget for jeres penge, det er et godt tilbud, det her!",- sal,2020-10-15
home_id_1429,https://www.boliga.dk/bolig/1662156/kirkebjerg_alle_37_2_tv_2720_vanloese,https://home.dk/boligkatalog/koebenhavn/2720/ejerlejligheder/kirkebjerg_alle_37_2_tv_1120000187.aspx,"Kirkebjerg Allé 37, 2. tv.,",2720 Vanløse,Ejerlejlighed,4298000,3,103,2014,0,3569,"Moderne 3V’er kan blive til 4V’er

                    Stor sydvendt altan

                    Hører I til blandt førstegangskøberne, der leder efter et fælles hjem med plads til familie forøgelse, så skal I uden tvivl læse med her. Lige nu kan I nemlig blive de lykkelige ejere af en stor, flot treværelses, der nemt kan forvandles til en fireværelses, og lejligheden kan prale af alt fra en sydvendt altan til en yderst attraktiv adresse i Vanløse.   Det er med god grund, at Vanløse tiltrækker førstegangskøbere og børnefamilier, for her får I opfyldt ønsket om at bo i byen, men I flytter samtidig til et område med fred, ro og familievenlige omgivelser. I kan med andre ord gå til metroen, som tager jer til Indre By på et splitsekund, men i hverdagen bor I i et hyggeligt kvarter med flere gode skoler og daginstitutioner som naboer. Her får I altså det bedste af to verdener!  Det bliver en ejendom fra 2014, der kommer til at danne rammen om jeres nye tilværelse, så her er nøgleordene moderne komfort og tidssvarende design. Jeres lejlighed ligger perfekt placeret oppe på anden sal, hvilket tager jer på afstand af gadebilledet, og I bor derfor dejligt ugeneret. Her træder I indenfor til 103 kvadratmeter, og indretningen byder på skandinavisk minimalisme, når den er allerbedst; her er rene linjer og stilsikre løsninger i hvert et rum og ikke mindst gulvarme over alt i lejligheden. Planløsningen gemmer også på mange gode oplevelser, for kvadratmeterne er udnyttet til fulde, så I får eksempelvis to fine værelser, og foruden det lækre badeværelse får I også et flot gæstetoilet, som tilmed giver plads til vaskefaciliteterne. Hele hjemmet bindes sammen af det store opholdsmiljø med køkken-alrum og stue ud i ét, og her kan der uden problemer etableres et ekstra værelse. I vil desuden bemærke det flotte lysindfald, som strømmer ind gennem den lange række af brede vinduespartier, og her åbner skydedøren samtidig op til jeres store, sydvendte altan - scenen er sat for sommerdage i solen med udsigt over nabolaget.    Velkommen hjem!",2. sal,2020-10-15
home_id_1430,https://www.boliga.dk/bolig/1661610/amager_strandvej_162c_1_tv_2300_koebenhavn_s,https://www.mmliving.dk/redirect/?caseno=22860000212,"Amager Strandvej 162C, 1. tv,",2300 København S,Ejerlejlighed,7495000,5,155,2014,0,5272,error in get_realtor_home_description,1. sal,2020-10-15
home_id_1431,https://www.boliga.dk/bolig/1661955/peder_skrams_gade_15_5_1054_koebenhavn_k,http://www.skbolig.dk/sag.asp?sagsnr=332020&mgl=1650&DID=135&udbudsform=salg,"Peder Skrams Gade 15, 5.,",1054 København K,Ejerlejlighed,8995000,5,170,1876,0,5522,"Udsigtslejlighed med altan & elevator i Boheme-stil på toppen af Gammelholmen
                
            KvarteretLejligheden er beliggende i byens mest eftertragtede kvarter. Området bag Det Kongelige Teater er også kendt som ""Gammelholmen"" og er præget af flotte, brede, solrige og stille gader - Peder Skrams Gade er bestemt ingen undtagelse hertil. Boligkvarteret med de mange elegante facader blev til efter skibsværfterne, der lå her før, flyttede til Nyholm (kendt som Holmen) i 1859. Der er kun 50 meter til havnefronten, Nyhavn og Kongens Nytorv, hermed også Metro og Strøget.EjendommenDen nye elevator går let og lydløst op til 5. sal. i den vedligeholdte ejendom med flot facade og nyere tag. Facaden mod gaden er pudset op inden for de sidste par år. Nydelig indgangsparti med høje paneler og smukt trappeforløb der fremstår nymalet. De lodrette vinduerne i lejligheden fremstår i dårlig stand og man må forvente at disse skal udskiftes snarest. Ejendommen er en del af Irmakarréen, der har en stor grøn fællesgård med borde, bænke og legearealer. Dørtelefon, kabel-TV, cykelskure og kælderrum til de enkelte lejligheder. God, hyggelig E/F med 6 lejligheder, sund økonomi og orden i sagerne, hvorfor de lave fællesudgifter.LejlighedenUdsigtslejlighed i Boheme-stil på toppen af Gammelholmen med masser af lys og luft. Fin entré med god plads til overtøjet. Stort køkken/alrum med to ovenlysvinduer. Køkkenet er charmerende og passer perfekt til de hvidmalede trægulve på elegant vis. Skøn stue med synlige bjælker og brændeovn. Stuen er vestenvendt hvilket bevirker, at det vælter ind med sol om eftermiddagen heroppe på toppen. Endvidere er det muligt at lave et ekstra værelse i stuen, så der bliver 6 værelser i alt. Ejendommen overfor er knap så høj, så stuen er ugeneret og der er kig til masser af Københavnske kirketårne. Via franske døre er der adgang til fint kontor/børneværelse. Skønt soveværelse stille beliggende mod gården. Fint flisebadeværelse med separat brus og vindue. Lejlighedens 3. soveværelse er ligeledes stille beliggende mod gården og har udgang til lækker altan med træbelægning på over 4 kvm. Fra altanen er et skønt kig over karréen og masser af sol, lys og luft.",5. sal,2020-10-15
home_id_1432,https://www.boliga.dk/bolig/1661779/gormsgade_10_st_59_2200_koebenhavn_n,https://www.lokalbolig.dk?sag=11-X0000503&mgl=3503,"Gormsgade 10, st.. 59.,",2200 København N,Ejerlejlighed,2195000,NA,64,1965,0,1980,"Stor, lys stuelejlighed med egen terrasse på Nørrebro. Der er mange grunde til at kaste endnu et blik på denne fine lejlighed, der ligger på en stille sidegade til den pulserende Nørrebrogade. Lejligheden er lettilgængelig uden trappetrin, og indretningen er god med mulighed for at etablere et køkken-alrum og et soveværelse, hvis man ønsker det. Trumfkortet er imidlertid den dejlige terrasse, som udgør et ekstra rum i sommermånederne. Der er mulighed for leje af p-plads og et ekstra stort kælderrum i kælderen, ligesom der er adgang til vaskekælder tæt på lejligheden.. Der er mange grunde til at kaste endnu et blik på denne fine lejlighed, der ligger på en stille sidegade til den pulserende Nørrebrogade. Lejligheden er lettilgængelig uden trappetrin, og indretningen er god med mulighed for at etablere et køkken-alrum og et soveværelse, hvis man ønsker det. Trumfkortet er imidlertid den dejlige terrasse, som udgør et ekstra rum i sommermånederne. Der er mulighed for leje af p-plads og et ekstra stort kælderrum i kælderen, ligesom der er adgang til vaskekælder tæt på lejligheden.. Gode kvadratmeter med lidt spildplads. Lejligheden fremstår velholdt og rummelig uden for meget spildplads. Der er ligeledes mulighed for at omdanne boligen til en god 2V’er ved at flytte køkkenet ind i stuen - se evt den alternative plantegning.. Stort spisekøkken og godt badeværelse. Køkkenet er velholdt med masser af skabsopbevaring og plads til et spiseafsnit, ligesom badeværelset har en fornuftig størrelse med brus.. Godt lysindfald, privatliv og terrasse. Lejligheden er karakteriseret ved et rigt lysindfald, og selvom det er en stuelejlighed, så er man i fred og ro, da der er langt til genboerne. På terrassen nyder man ligeledes privatlivet, da stueetagen i den modsatte bygning er en daginstitution, så der er roligt hver dag efter klokken 15 og i weekenderne.. Centralt på Nørrebro med masser af cafeer som nabo. Beliggenheden bliver næppe mere central med Stefansgadekvarteret i “baghaven” og få skridt til Nørrebrogade, hvor delikatesser, spisesteder og barer ligger som perler på en snor. Der er heller ikke langt til metrostationen ved Runddelen eller grønne områder som Assistent Kirkegården, Bispebjerg Bakke eller Superkilen. Indkøbene kan klares i Netto, der ligger lige rundt om hjørnet.",0. sal,2020-10-15
home_id_1433,https://www.boliga.dk/bolig/1661730/humlehaven_17_2500_valby,https://danbolig.dk/bolig/koebenhavn/2500/villa/069chv20001-069,"Humlehaven 17,",2500 Valby,Villa,4250000,3,79,1934,822,5752,"Denne villa har alle de kvaliteter, som den lille børnefamilie leder efter: En veludnyttet planløsning uden spildplads med ekstra kvadratmeter i kælderen, en indflytningsklar stand og en stor, solrig have. Hertil kommer en børnevenlig beliggenhed i Valby tæt på alt det, der gør hverdagen nem og bekvem.Udover den korte afstand til skoler, daginstitutioner, indkøbsmuligheder og offentlige transportmuligheder, så er der også dejlige rekreative områder i nærområdet med Vigerslevparken og Valbyparken, som gør adressen særdeles attraktiv. Desuden er der kun omtrent et kvarter i bil til København, mens du på under en halv time kan cykle samme afstand.Villaen er opført i klassisk bungalow-stil med pyramideformet tag med lav hældning. En bungalows primære dyd er funktionalitet, og dette løfte opfyldes til fulde i boligen, som har en god planløsning, der får det optimale ud af de to etager med kælder og stueplan.Stueplan præsenterer sig lyst og indbydende, hvilket i høj grad skyldes de flotte opdateringer af boligen og mange lysgivende vinduer. Køkkenet har mørke, grebsfrie elementer og både ovn og gaskogeplade er integreret. Her er plads til et spisebord, så den tilstødende stue kan indrettes med bløde sofaer til afslapning og film-aftener. Dertil kommer to værelser og et pænt badeværelse med badekar. I kælderen finder man endnu et badeværelse og faktisk også endnu et køkken, hvilket åbner op for mange muligheder. Endelig kommer to disponible rum i en stand, der står mål med boligens øvrige.Haven er et skønt fristed med plads til leg på plænen og rolige stunder på terrassen, som let kan overdækkes for behagelig skygge. I forhaven kan I nyde aftensolen, mens Dannebrog vajer i flagstangen.Vil I gerne se mere? Så kontakt os for en fremvisning.",- sal,2020-10-15
home_id_1434,https://www.boliga.dk/bolig/1661888/margretheholmsvej_37_1432_koebenhavn_k,https://home.dk/boligkatalog/koebenhavn/1432/raekkehuse/margretheholmsvej_37_1160000179.aspx,"Margretheholmsvej 37,",1432 København K,Rækkehus,5295000,4,111,2016,59,4702,"Unikt beliggende moderne rækkehus på Margretheholmen - Fantastisk udsigt

                    Rækkehus med solrig terrasse og udgang til grønt område

                    Velkommen til Margretheholmen på det historiske område ved Christianshavns vold sidste bastion!  Denne sidste del af Holmen, forener Christianshavns prægtige kulturhistorie, kanaler og natur med havnen. Margretheholmen er et historisk og charmerende område, der ikke findes tilsvarende i København. Selvom området er tæt på Christianshavn, får man nogle usædvanligt fredelige, grønne og smukke omgivelser, med vand til næsten alle sider. Dette veludnyttede rækkehus byder på 111 kvadratmeter fordelt på tre etager. To lyse værelser (med mulighed for at lave et tredje), et nordisk køkken/alrum, en fantastisk opholdsstue samt syd-vestvendt terrasse. Her er alt hvad den moderne børnefamilie kan ønske sig eller dem som søger en skøn bolig tæt på byen i grønne omgivelser.Du bydes velkommen i husets rummelige entré, hvor der findes god plads til sko og overtøj. I entreen findes ligeledes boligens badeværelse som indeholder sep. brus, vaskesøjle samt væghængt toilet. I forlængelse af entreen mødes du af husets åbne køkken/alrum med god plads til at indrette spiseområde hvor hele familien kan samles. Man bliver i stueplan mødt af et fantastisk lysindfald gennem de store glasdøre og direkte udgang til den hyggelige syd-vestvendte terrasse. Køkkenet er opført i hvide, tidsløse elementer og rummer alt i hårde hvidevarer. På 1. sal findes to gode, rummelige værelser, hvoraf det ene er et stort soveværelse med skabsplads, hvorimod det andet er et mindre værelse som er oplagt som børneværelse eller gæsteværelse. Videre op på 2. sal findes boligens store stue, med et gennemstrømmende lysindfald, hvor der er plads til at hele familien kan hygge, med leg eller en god film og nyde udsigten til det grønne område og vandet. Her kan nemt etableres to separate rum med et værelse og dagligstue.Man kommer iøvrigt nemt til Margretheholmen. Via den nye Inderhavnsbro, der forbinder Nyhavn med Holmen / Christianshavn, er der skabt en hurtig og seværdig cykeltur på blot 10 min.til Kongens Nytorv. Via havnebussen, er der adgang til hele havnen, og turen til Kastellet kan klares på 10 min. På landsiden pendulerer bus 2A forbi hvert 6 / 7 minut, og bringer en selv, såvel som gæster, nemt til Christianshavns metro eller hovedbanegården.",- sal,2020-10-15
home_id_1435,https://www.boliga.dk/bolig/1661692/willy_brandts_vej_1_st_tv_2450_koebenhavn_sv,https://www.realmaeglerne.dk/bolig/1342786-willy-brandts-vej-1-st-tv,"Willy Brandts Vej 1, st. tv.,",2450 København SV,Ejerlejlighed,5595000,3,111,2018,0,3850,"Virkelig lækker lejlighed direkte ud til havnefrontenOMRÅDET: Midt i Københavns Havn er et nyt byrum ved at se dagens lys. Du er få minutters kørsel fra indre by, samtidig med at du befinder dig i kort afstand til både Amagerfælled med dets skønne natur, Islands brygge med de skønne bademuligheder, blandt andet den nyetablerede sandstrand og kort afstand tillufthavnen for familien der ofte er på farten. EJENDOMMEN: Myrholm er den anden af de seks boligøer i Engholmene. Myrholm består af 214 attraktive, moderne men forskellige lejligheder. Ejendommen er fra 2018 og fremstår derfor helt ny. Ejerforeningen er veldrevet med lave fællesudgifter og et godt naboskab. Man har i ejerforeningen adgang til flot anlagt gårdmiljø, dørtelefon og elevator.Lejligheden: Velkommen indenfor i denne fantastiske lejlighed, beliggende i aller første række til københavnskanalløb. I denne lejlighed er der kredset for detaljerne! der kan blandt andet nævnes 18 karat guld amartur, ""rain shower"" i guld, limestone gulv i bad samt mange opgraderinger i lejlighedens køkken. lejligheden er indrettet med stor entre, hvor du blandt andet har mulighed for at lave et lille ekstra gæsteværelse, eller kontor. lejlighedens køkken/alrum ligger i åben forbindelse med den store stue, hvor du har et fantastisk lysindfald fra de store panoramavinduer. det skal hertil nævnes at der er over 4 meter til loftet! lejligheden har yderligere 2 soveværelser, hvoraf det ene er med walk in. Fra lejlighedensstue, samt masterbedroom træder du ud på den store private terrasse, hvor du har ca 60 m2 terrasse. En lejlighed der giver dig følelsen af at have hus, med lille have, tæt på byen og lige ved vandet. En lejlighed i særklasse, til den kræsne køber - SKAL OPLEVES... Læs mindre...",0. sal,2020-10-15
home_id_1436,https://www.boliga.dk/bolig/1661508/vester_soegade_72_2_tv_1601_koebenhavn_v,https://home.dk/boligkatalog/koebenhavn/1601/ejerlejligheder/vester_soegade_72_2_tv_1110000348.aspx,"Vester Søgade 72, 2. tv.,",1601 København V,Ejerlejlighed,4995000,4,106,1938,0,4592,"Attraktiv lejlighed i populære Vester Søhus

                    Fredet arkitekttegnet ejendom uden ejendomsskat

                    Tegnet af arkitekterne C.F. Møller og Kay Fisker og opført i perioden 1935-1939, står Vestersøhus idag som et af dansk funktionalismes væsentligste værker. Byggeriet blev stildannende og prægede en række bygninger i den efterfølgende periode. Altanen var en af 1930-ernes største boligforbedringer, og i Vestersøhus når den optimerede sammenfletning af karnapper og altaner et arkitektonisk højdepunkt.  Huset er i dag fredet og beboerne og ejerforeningen har gjort meget for at vedligeholde ejendommen og bibeholde de arkitektoniske detaljer, der kendetegner denne helt unikke ejendom. Beliggenheden lige ud til Sct. Jørgens Sø er enestående og piletræerne langs søen, skaber en helt speciel udsigt og vandspejlet samt den fri udsigt, giver et utroligt flot lysindfald i lejlighedens stue. Lejligheden består af rummelig fordelingsentré. Herfra tilgås lejlighedens første værelse som i dag benyttes som soveværelse, her er indbyggede skabe. Stuen som er det store omdrejningspunkt i denne fantastiske lejlighed, som er let at indrette – her er god plads til sofa og gæstevenligt spisebord. Prikken over i’et er imidlertid den store sydvestvendte altan. Her er for nyligt opsat helt nye marchiser som kan skærme solens stråler, når det er varmest. Badeværelset er klassisk og original terrazzo med brus samt badekar. Køkkenet er et nydeligt elementkøkken og her er ydermere en lille spiseplads for to. Til sidst et godt ekstra værelse som i dag bruges til kontor, herfra er også udgang til altanen. Denne lejlighed må siges at leve op til sine fantastiske rammer. Der er brugsret til kælderrum, samt adgang til stor fælles tagterrasse.",2. sal,2020-10-15
home_id_1437,https://www.boliga.dk/bolig/1661225/helsinkigade_20_7_2_2150_nordhavn,https://www.lokalbolig.dk?sag=12-X0000369&mgl=3504,"Helsinkigade 20, 7. 2.,",2150 Nordhavn,Ejerlejlighed,8500000,3,119,1959,NA,4570,"Sjældent udbudt kvalitetslejlighed med stor hjørnealtan og smuk udsigt. I det eftertragtede Frihavns Tårnet udfolder denne eksklusive lejlighed sig på syvende og sidste oprindelige etage i den gamle betonsilo, hvorfor man kan forvente rå, originale detaljer og en loftshøjde på over 3,7 meter. Lejligheden er opført med en masse flotte tilvalg, mens der udenfor venter en stor, solrig altan på 45 m2 med et smukt vue over Øresund, Københavns havn og Østerbro. Dertil hører pulterrum og adgang til cykelkælder, fælles tagterrasse og elevator i opgangen.. I det eftertragtede Frihavns Tårnet udfolder denne eksklusive lejlighed sig på syvende og sidste oprindelige etage i den gamle betonsilo, hvorfor man kan forvente rå, originale detaljer og en loftshøjde på over 3,7 meter. Lejligheden er opført med en masse flotte tilvalg, mens der udenfor venter en stor, solrig altan på 45 m2 med et smukt vue over Øresund, Københavns havn og Østerbro. Dertil hører pulterrum og adgang til cykelkælder, fælles tagterrasse og elevator i opgangen.. Udsigt til livet på vandet. Udsigten er superb, og fra altanen kan man følge Oslobåden, livet ved Trekroner Fort og se helt til Sverige. Udsigten er evigt foranderlig og afspejler vejrets lune, og man har med succes opført lejligheden, så den inddrager de smukke omgivelser - se bare de mange, høje glaspartier, der lukker lys og luft indenfor.. Luksuriøse tilvalg. Som en eksklusiv detalje er der foretaget mange tilvalg, da lejligheden blev opført. Her kan blandt andet nævnes et flot udvalg af hårde hvidevarer, ligesom der er isat ekstra høje døre, så proportionerne passede med den imponerende loftshøjde. De rå, industrielle finesser og loftshøjden giver rig anledning til kunst på væggene.. En flot indretning. Lejligheden byder på to værelser (begge med udgang til altanen), badeværelse og gæstetoilet samt et opholdsmiljø, der forener stue og køkken-alrum. Køkkenet er fra Designa, og i næsten hele hjemmet er der lagt brede egetræsplanker, hvilket harmonerer med den lyse, luftige og indbydende atmosfære.. Perfekt placering i den hyggelige del af Nordhavn. Frihavns Tårnet ligger ideelt placeret med Øresund i “baghaven”, og Nordhavn er blevet Københavns mest moderne bydel med fokus på bæredygtigt byggeri og funklende ejendomme. Kvarteret har sin helt egen charme, og der er blot få hundrede meter til nærmeste kaffebar, supermarkeder og Nordhavn St., hvorfra S-toget kører i pendulfart mod Indre By.",7. sal,2020-10-15
home_id_1438,https://www.boliga.dk/bolig/1661219/klerkegade_2c_1_tv_1308_koebenhavn_k,https://www.lokalbolig.dk?sag=36-X0000236&mgl=18036,"Klerkegade 2C, 1. tv.,",1308 København K,Ejerlejlighed,9998000,5,139,1867,0,4235,"Lys og moderne lejlighed i København K. I en nydelig palæbygning fra 1865 finder I denne flotte lejlighed, som præsenterer et lyst og moderne interiør, der stod færdigt i 2017, hvorfor alt fremstår i yderst indflytningsklar stand. Boligen er delvist inddelt i to etager og byder på en særdeles funktionel planløsning med opholdsrum i nederste etage, mens værelserne befinder sig på førstesalen. Til ejendommen hører en kælder med cykelparkering og eget depot.. I en nydelig palæbygning fra 1865 finder I denne flotte lejlighed, som præsenterer et lyst og moderne interiør, der stod færdigt i 2017, hvorfor alt fremstår i yderst indflytningsklar stand. Boligen er delvist inddelt i to etager og byder på en særdeles funktionel planløsning med opholdsrum i nederste etage, mens værelserne befinder sig på førstesalen. Til ejendommen hører en kælder med cykelparkering og eget depot.. Kvalitetspræget køkken-alrum. Det lækre køkken er opført med hvide elementer fra JKE-Design, som toppes af en elegant Corian-bordplade. Hertil kommer en induktionskogezone og ovn i ergonomisk højde. Alrummet prydes af et herligt lysindfald fra det sydvendte vinduesparti.. Stilren stue. Modsat køkken-alrummet finder I den veldisponerede stue, hvor de høje vinduer skaber fornemmelsen af, at livet ude og inde forenes. Dette understreges yderligere af udgangen til altanen, hvor morgensolen kan nydes i fulde drag.. Fordelagtig planløsning. På lejlighedens overetage finder I tre værelser, hvoraf ét er indrettet med direkte adgang til et veludført badeværelse med kar. Desuden råder I over endnu et badeværelse og et toilet i stueetagen.. Tæt på det hele. I bosætter jer fortrinligt med alt, hvad hjertet kan begære inden for overkommelig afstand. Hverdagens gøremål klares nemt med et par minutters gang til indkøbsmuligheder,  daginstitution og skole, og samtidig er I godt forbundet med få hundrede meter til nærmeste metrostation. Hvadenten I er mest til natur eller kultur, er her også rige muligheder med gåafstand til Kongens Have, Kastellet og Østre Anlæg, mens I også let tilgår alle byens tilbud med teatre, caféer, museer og shopping.",1. sal,2020-10-15
home_id_1439,https://www.boliga.dk/bolig/1661177/helsinkigade_29_8_th_2150_nordhavn,https://www.nybolig.dk/ejerlejlighed/2150/helsinkigade/260336/111641,"Helsinkigade 29 8 th,",2150 Nordhavn,Ejerlejlighed,14000000,4,137,1961,0,4798,"BETAGENDE LIEBHAVERBOLIG I NORDHAVNS “THE SILO” INKL P-PLADS. BOLIG:. Lejligheden er placeret i Nordhavns karakteristiske ejendom “THE SILO”, som er tegnet af det prisbelønnede arkitektfirma COBE. Ejendommen stod færdigbygget i 2017 og består af i alt 39 lejligheder, der alle tager udgangspunkt i siloens allerede eksisterende struktur. Oprindeligt var ejendommen nemlig en gammel kornsilo, og COBE har bibeholdt den oprindelige beton og synlige armering – men transformeret den gamle bygning til det arkitektoniske særsyn, det er i dag. Til ejendommen hører desuden et fitnesscenter, privat parkeringsplads i kælderen samt den populære Restaurant SILO.. Lejligheden ligger i det attraktive Århusgadekvarter, der har et væld af byens unikke perler i nærområdet. Både tæt på Københavns spændende byliv og Nordhavns maritime miljø er der tale om en beliggenhed i særklasse, I ikke finder mange steder. I kvarteret er der en god blanding af ældre bygninger, nyere bebyggelser, fantastisk udsigt og kajanlæg, hvilket giver området et smukt og kontrastfyldt særpræg. Her er kort afstand til indkøb, kaffebarer og sushi-restaurant – og snart bliver området beriget med to nye metrostationer. Alt i alt er der tale om en spændende og attraktiv beliggenhed, der rummer både ny og gammel historie.",8. sal,2020-10-15
